,id,text,user,datetime,retweet_count,favorite_count,	,cluster
1820,870736357995446272,"Paul Joseph Watson, editor of Infowars, says he suffers from PICA, a disorder in which he eats old book pages. https://t.co/bfc0GIOw2s",38271276,2017-06-02 20:18:19,38,134,3406895,7
1822,870736565718310912,"Guess who is getting the ""Trump treatment."" Kathy Griffin: Trump is 'trying to ruin my life' after photo scandal.  https://t.co/D1VXBzNwD6",60919240,2017-06-02 20:19:09,66,141,3406128,6
1823,870736692898136064,Corbyn fans in audience are more noisily enthusiastic - just like in 50:50 audiences with Leave and Remain last year,22812734,2017-06-02 20:19:39,22,60,3395654,3
1824,870736770845028352,"Asked about opposition to No Deal Brexit. Corbyn says ""I cant wait to get started"" negotiating Brexit, to save manufacturing jobs he says.",22812734,2017-06-02 20:19:58,27,50,3395635,3
1825,870736794714812417,Can Muslims mourn Manchester? https://t.co/S3zJn6scnI writes @HamidDabashi https://t.co/HTipD3zkMs,4970411,2017-06-02 20:20:04,30,39,3398209,7
1827,870736831935131649,There used to be a time when we didn’t have access to all the world’s knowledge while sitting on the toilet.,115485051,2017-06-02 20:20:12,5309,21793,3385962,3
1830,870736985056362496,"RT @bpolitics: What did Trump just do? The Paris climate withdrawal, explained https://t.co/UMBFUzBUm7 https://t.co/puh11gOx0N",60919240,2017-06-02 20:20:49,23,0,3406028,6
1831,870737115998507008,Corbyn first appeared he wasn't ruling out deal with SNP 'we are not *looking* to do deals with anyone' Then hardened it to 'no deals'.,26985345,2017-06-02 20:21:20,22,53,3394180,3
1832,870737149007720451,At least 38 people confirmed dead following an armed attack on a resort and casino complex in Manila… https://t.co/Qrtjf6Bqi3,4970411,2017-06-02 20:21:28,157,70,3398125,7
1833,870737256604200962,Corbyn asked about ECJ enforcement of eg pollution laws...Corbyn says he wants to keep safeguards on environment.. doesnt really address ECJ,22812734,2017-06-02 20:21:54,16,25,3395519,3
1834,870737267652009984,"RT @baseballcrank: Seat where Trump got pasted by Rubio in the primary &amp; ran far behind Romney, McCain &amp; Johnny Isakson. https://t.co/kdlCs…",21619519,2017-06-02 20:21:56,50,0,3401049,35
1836,870737388917542913,"RT @EllenLWeintraub: Thank you, @CatherineForNV, for holding @FEC accountable on foreign money! I couldn’t agree more! https://t.co/uA0S6x8…",60919240,2017-06-02 20:22:25,31,0,3405932,43
1839,870737555825807360,Corbyn says he would sign the letter from European leaders telling President Trump that Paris is not negotiable,22812734,2017-06-02 20:23:05,54,113,3395448,16
1840,870737604601413634,RT @dvergano: No One In The White House Wants To Say If Trump Still Thinks Climate Change Is A Hoax https://t.co/Qhy7d17PSI via @juliareins…,9532402,2017-06-02 20:23:17,11,0,3402852,23
1841,870737624742350849,RT @amjoyshow: Hurricane season starts with nobody in charge at FEMA or NOAA https://t.co/TAFKxF9hwf via @TB_Times,60919240,2017-06-02 20:23:21,2912,0,3405876,43
1842,870737658892492800,"She definitely spoke to Trump last night, he rang. https://t.co/3QKzOymTZr",22812734,2017-06-02 20:23:30,18,37,3395423,6
1845,870737834503786496,"Yep - respect to anyone coping with that, but good test for an aspirant PM. https://t.co/qIe5DJMrOh",22812734,2017-06-02 20:24:11,20,61,3395382,7
1846,870737892124966912,RT @RodneyEllis: 82 U.S. Mayors Pledge to Uphold the Paris Climate Agreement After Trump Abandons It - FORTUNE https://t.co/fRjvwvRh2L,60919240,2017-06-02 20:24:25,77,0,3405812,23
1847,870737953160654848,"Hey small business dude. You pay modest corporation tax by historic standards to get an educated workforce, rule of… https://t.co/cs3VWIimzx",6705042,2017-06-02 20:24:40,177,249,3391808,7
1848,870738102184267776,RT @dailytonic: Painkiller addictions are the easiest to hide​. https://t.co/1qzeaAWdxR https://t.co/vqAorecAzl,23818581,2017-06-02 20:25:15,20,0,3398035,43
1850,870738207054233600,Amazing that some folks are worried sick about Comey's testimony. Bring it on and #ProtectOurDemocracy. https://t.co/iXMUlzNuXV,60919240,2017-06-02 20:25:40,90,380,3405737,7
1851,870738238406832128,"RT @DPRK_News: Western craze for ""mullet,"" hair styling of affluent war lords and rich sub-urban cave men, continues without no end in sigh…",14321959,2017-06-02 20:25:48,349,0,3389959,3
1855,870738535707553792,RT @NAHTnews: Here is @TheIFS analysis of main parties' #education spending #bbcqt #schoolcuts #ge2017 https://t.co/vXXE7Jh8N8,26985345,2017-06-02 20:26:59,65,0,3393841,43
1857,870738615105576960,Oops! https://t.co/6ft84jONxP,14465607,2017-06-02 20:27:18,36,70,3405473,7
1858,870738632784703488,What does President Trump's decision on climate mean for our planet? https://t.co/Ot2gHw7AXS https://t.co/dohx52g8f3,4970411,2017-06-02 20:27:22,29,29,3397771,6
1859,870738638157471744,"RT @JenniferJJacobs: White House reviewing whether to use executive privilege, limited right to withhold info, to block Comey's testimony h…",60919240,2017-06-02 20:27:23,127,0,3405634,3
1860,870738665047293952,Where are the skilled workers of tomorrow coming from? Corbyn is absolutely right. Poverty is a waste. Educate + train for the future #bbcqt,6705042,2017-06-02 20:27:29,656,931,3391639,3
1862,870738833188564992,"Bogart in Casablanca: ""We'll always have Paris...We'd lost it...but we got it back."" Day One action of next D POTUS. https://t.co/M1RPpmojUL",21313053,2017-06-02 20:28:10,13,44,3387296,7
1863,870738882240925697,... yes President Trump rang the PM - thats what she just said: https://t.co/TRqMCenyAp,22812734,2017-06-02 20:28:21,18,29,3395132,6
1865,870739067348058113,Feel strongly about a story in the magazine? Reach out to themail@newyorker.com and we might publish your letter. https://t.co/RZmQoLbZo9,14677919,2017-06-02 20:29:05,13,58,3397299,7
1866,870739310227718145,This brave piece by wonderful @tkingdot https://t.co/3yLmzzQIER I want to know the names of the staff who let him continue. Accountability.,6705042,2017-06-02 20:30:03,14,22,3391485,7
1868,870739432885940225,Audience member asks Corbyn if his manifesto is a letter to Santa Claus &amp; then reminds him of Liam Byrne's note.... 7 years on,22812734,2017-06-02 20:30:33,43,70,3395000,35
1870,870739493795581952,"RT @jaconi: Fun personal, political - &amp; tv - anecdotes in this charming Op-ed from @JoeNBC -- his debut as a regular for @hiattf https://t.…",21619519,2017-06-02 20:30:47,15,0,3400518,43
1876,870740070348845056,About that Corbyn policy on blind applications for jobs... https://t.co/GgrILIRG23,465973,2017-06-02 20:33:04,38,30,3392687,7
1877,870740249672118272,"Oldest, fattest, dumbest President https://t.co/7tgj99dh3V",7076492,2017-06-02 20:33:47,43,212,3390317,7
1879,870740285122383872,"'Blind application for jobs' - says Corbyn, 'it's not a policy' but hints it could be.",26985345,2017-06-02 20:33:56,12,15,3393424,3
1881,870740374691737600,"RT @cyclingkev: Woman in Question Time audience puts figures for her school from https://t.co/SoLsgCLz3p to Theresa May. 
https://t.co/ro3O…",26985345,2017-06-02 20:34:17,56,0,3393403,43
1885,870740700199084032,RT @ToryFibs: Took this lady 35 seconds to sum up Theresa May's entire political campaign. Pretty grim listening for May #BBCqt https://t.c…,7076492,2017-06-02 20:35:35,3030,0,3390209,43
1888,870741232372391937,"When the president's position on climate change is a White House secret, that's more than a little odd https://t.co/rCRwb1iqLo",27511061,2017-06-02 20:37:42,199,431,3387365,7
1889,870741377004572672,"Asked about Trident, Corbyn says no first strike, and talks about the importance of cyber security, &amp; climate change",22812734,2017-06-02 20:38:16,32,57,3394537,35
1891,870741395480481793,WATCH: Corbyn May Drop Ken Anti-Semitism Investigation https://t.co/i0Tw59o3KC https://t.co/Fciwhpdzht,465973,2017-06-02 20:38:20,94,49,3392371,7
1895,870741692198113281,"For a second there I thought Jezza was going to break into his favourite song ""Imagine"". 
Really struggling with his answer on nuclear.",26985345,2017-06-02 20:39:31,14,33,3393089,3
1896,870741714650005504,"I love my job, because every day I get to meet regular people who have so much love in their hearts. https://t.co/A2Lf7HgAbJ",15846407,2017-06-02 20:39:37,534,7125,3384128,7
1898,870741839787307009,Thread of the day https://t.co/7VEFwFyGOh,14348594,2017-06-02 20:40:06,192,536,3384447,7
1899,870741853238374400,"""Local residents say they aren’t happy."" https://t.co/xCrF03gjs6 https://t.co/N7XYHEuay1",17454769,2017-06-02 20:40:10,17,39,3395704,7
1901,870741931004973056,RT @byrdinator: what is happening https://t.co/6eqyEsyA1N,14347972,2017-06-02 20:40:28,1034,0,3388277,43
1904,870741988710207488,"RT @AJEnglish: Meet Mr Sariban, Indonesia's garbage hero who spends his retirement cleaning up his city. https://t.co/DDt3vbMJRy",4970411,2017-06-02 20:40:42,754,0,3396970,43
1906,870742158428569600,"RT @axios: Since January, pharmaceutical giant Pfizer has raised the list prices of 91 drugs by an average of 20%. https://t.co/9L3VXgjeB1",14246001,2017-06-02 20:41:22,41,0,3430488,43
1907,870742176552112128,RT @danprimack: Private equity is raising record amount of cash via @axios https://t.co/Ox7IWDMH6g,14246001,2017-06-02 20:41:27,11,0,3430483,43
1912,870742257720283136,"RT @LazaroGamio: How education, joblessness and earnings intersect -&gt; https://t.co/rqRqW7lNQN https://t.co/FekYuok59B",14246001,2017-06-02 20:41:46,57,0,3430464,43
1914,870742330621517825,"Audience member really pressures Corbyn on Trident second use, whether we'd nuke North Korea or Iran back on a second strike..Corbyn evasive",22812734,2017-06-02 20:42:03,68,129,3394310,3
1916,870742374129037313,RT @JGreenDC: Front pages from across the U.S. and globe respond to Trump on Paris. https://t.co/oWTYWvLFcG,14246001,2017-06-02 20:42:14,30,0,3430436,23
1924,870742579557662720,"RT @axios: Retail workers have now lost jobs for the 4th straight month, locking in a trend of buying online and not in person. https://t.c…",14246001,2017-06-02 20:43:03,20,0,3430387,43
1926,870742611589509121,"... another audience member expresses concern that the rest of the audience appears very keen to deploy nuclear weapons, to Corbyn's relief",22812734,2017-06-02 20:43:10,47,210,3394243,3
1929,870742726760968192,RT @axios: Nebraska is looking at the prospect of an ACA marketplace with no health insurance options. https://t.co/7gmZPqdp8K,14246001,2017-06-02 20:43:38,16,0,3430352,43
1934,870743093536067585,"Segue of the year: ""Mr Corbyn we've talked about nuclear weapons, but what about the minimum wage?""",22812734,2017-06-02 20:45:05,75,189,3394128,3
1935,870743105217208320,The mystery behind the half-million dollars Michael Flynn received as a foreign agent https://t.co/PDIFeXjRFd https://t.co/ic1G39ESmk,18510860,2017-06-02 20:45:08,87,84,3397150,7
1937,870743280295739392,RT @archiebland: That tetchy 'no' when asked if he wants to comment on a difficult point is the version of Corbyn that he's mostly put away…,19588385,2017-06-02 20:45:50,20,0,3393929,3
1939,870743384679477248,"Corbyn unpolished on nukes, rambling, sounds like a 1970s historical reenactor. Silly as his views seem similar to any other PM tbh #bbcqt",6705042,2017-06-02 20:46:15,17,41,3390513,3
1940,870743413485907969,IFS calculate that a £10 minimum wage would mean the state setting the wages for 60% of under 25s,22812734,2017-06-02 20:46:22,28,31,3394051,3
1941,870743460625731585,"RT @BenjySarlin: I keep hearing everyone is hysterical, but it's not the tone I've heard from academics who work on climate this week https…",4207961,2017-06-02 20:46:33,168,0,3401940,43
1944,870743592968605697,"RT @MaxBoot: .@Indira_L: ""Pittsburgh now has 45,000 more jobs than at the steel industry's peak."" https://t.co/BBwYhTmAx2",21619519,2017-06-02 20:47:04,484,0,3399541,43
1945,870743648350212098,Look at All the Ways Trump's Staff Is Avoiding Answering This Basic Question https://t.co/YU668vPEk4 https://t.co/tI0arFuKAQ,18510860,2017-06-02 20:47:18,96,185,3397020,6
1948,870744270713614336,"RT @poniewozik: Trump's premise--and, I mean, he did get elected--is that politics is now cable, not broadcast, and a devoted niche audienc…",4207961,2017-06-02 20:49:46,252,0,3401747,16
1950,870744375353110529,"""Look, I'm human, I'm appalled at the prospect of killing millions. Some of you here seem flippent on the topic. If… https://t.co/MRuw1ozoL2",6705042,2017-06-02 20:50:11,25,56,3390277,7
1951,870744416482406406,"RT @mckaycoppins: Incredible. Of 559 key positions requiring senate confirmation, only 39 have been confirmed—and 442 have no nominee. http…",4207961,2017-06-02 20:50:21,2929,0,3401712,3
1952,870744496711098369,Taibbi on Republicans and Democrats Blocking Drug Reimportation - Rolling Stone https://t.co/m2d5nFgJuv,38271276,2017-06-02 20:50:40,187,242,3404954,7
1954,870744682833338369,I have not supported Hamas lies Jez #bbcqt,465973,2017-06-02 20:51:24,316,410,3391587,3
1955,870744772281028610,... so Pyongyang is 5000 miles away... and absolute maximum range for its nukes is apparently for the Hwasong-10 - 1550 miles.,22812734,2017-06-02 20:51:46,82,94,3393727,3
1957,870744844846682112,"This is redefining ""national security"" to mean ""every aspect of well-being"" https://t.co/E7SYTNeh0q",16244449,2017-06-02 20:52:03,21,74,3387440,7
1959,870745041039491073,"RT @NoahShachtman: Donald Trump Jr. is a sucker for a good conspiracy theory—or any theory, really. https://t.co/p2XLs9ikHH https://t.co/ax…",4207961,2017-06-02 20:52:50,192,0,3401563,6
1961,870745147881000963,RT @mattyglesias: It'd be instructive for grassroots GOP voters to hear how professional conservatives who work with the Trump administrati…,4207961,2017-06-02 20:53:15,209,0,3401538,16
1963,870745240155631616,"Corbyn under pressure on IRA - again answers he was against all killing... defends meeting Republican reps ""at same time as Govt was""",22812734,2017-06-02 20:53:37,68,125,3393616,3
1964,870745272661442560,"May's weakness- lack of empathy.
Corbyn's weakness- lack of clarity on nukes.
Which will voters see as more un-Prime Ministerial?
#bbcqt",26985345,2017-06-02 20:53:45,40,60,3392235,3
1965,870745327451746306,"RT @xeni: When it debuted, I said it was outrageously wrong of the @nytimes to give column inches to known falsehoods. And this is why it m…",14321959,2017-06-02 20:53:58,1398,0,3388269,3
1967,870745412524810241,"Man who doesn't like paying tax. Good news! The country you crave exists already. Move to Sierra Leone, today.… https://t.co/n4IO8fr3ke",6705042,2017-06-02 20:54:18,147,237,3390029,7
1969,870745589960409089,See John Kerry on fire – incandescent – in interview about Trump/Paris pullout: https://t.co/AYUKzrLSnQ,69181624,2017-06-02 20:55:00,107,274,3399931,6
